university,department_code,course_number,title,description,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal
Rensselaer Polytechnic Institute,BCBP,4550,Molecular Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4710,Biochemistry Laboratory,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4660,The Biology of Systems,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4770,Molecular Biochemistry II,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4780,Protein Folding,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4800,Methods in Biophysics,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4870,Protein Structure Determination,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,6960,Special Topics in Astronomy and Astrophysics,,False,False,False,False
Rensselaer Polytechnic Institute,ARTS,4860,Advanced Digital Imaging,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4990,Senior Research Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,1530,Tour of the Solar System,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6170,Advanced Topics in Nuclear Magnetic Resonance,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,4960,Topics in Astronomy and Astrophysics,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6550,Ethical Issues in Biotechnology,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6310,Genetic Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6650,The Biology of Systems,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,6940,Readings in Astronomy and Astrophysics,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6780,Protein Folding,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6800,Methods in Biophysics,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6870,Protein Structure Determination,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,4220,Astrophysics,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6990,Master’s Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6970,Professional Project,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4760,Molecular Biochemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,9990,Dissertation,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,1010,Introduction to Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,2120,Introduction to Cell and Molecular Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,2160,Introduction to Geobiology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,2500,Genetics and Evolution,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,2900,Research in Biology,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,4510,Origin of Life: A Cosmic Perspective,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6910,Research Rotation,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,2930,Out-of-Classroom Experience in Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4150,Cellular Neuroscience,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4200,Biostatistics,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4250,Developmental Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4940,Readings in Biochemistry and Biophysics,,False,False,False,False
Rensselaer Polytechnic Institute,ASTR,1510,Quasars and Cosmology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4270,Human Physiology,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6420,Molecular Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4120,Investigative Medicine II,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4350,Virology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4100,From Neuron to Behavior,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4360,Geomicrobiology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4550,Molecular Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4110,Investigative Medicine I,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4620,Molecular Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4510,Origins of Life,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,6940,Readings in Biochemistry/Biophysics,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4260,Advanced Cell Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,1015,Introduction to Biology Laboratory,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4740,Advanced Cell Biology Laboratory,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4770,Molecular Biochemistry II,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4660,The Biology of Systems,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4860,Evolution,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4540,Sequence Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4720,Molecular Biology Laboratory,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4710,Biochemistry Laboratory,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4310,Microbiology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4760,Molecular Biochemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4961,Human Population,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4850,Principles of Ecology,,False,False,False,True
Rensselaer Polytechnic Institute,BIOL,4980,Biomedical Research,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4990,Senior Research Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6100,From Neuron to Behavior,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6260,Advanced Cell Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4880,The Global Environment,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4320,Microbiology Lab,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4900,Team Research,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6350,Virology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6360,Geomicrobiology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6420,Molecular Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4940,Readings in Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6520,Biology Core Course II,,False,False,False,False
Rensselaer Polytechnic Institute,BCBP,4970,Non-Thesis Research,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6550,Ethical Issues in Biotechnology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6660,Muscle Mechanics and Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6650,The Biology of Systems,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6690,Advanced Molecular Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6880,The Global Environment,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6900,Seminar in Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4630,Molecular Biology II,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4870,Lake George Limnology and Underwater Ecology (BLUE),,False,False,False,True
Rensselaer Polytechnic Institute,BIOL,6930,Research Rotation lll,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6960,Current Topics: Cytoskeletal Research,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6310,Microbiology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6910,Research Rotation l,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6410,Sequence Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,4970,Non-thesis Research,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,2100,Biomaterials Science and Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,2300,Bioimaging and Bioinstrumentation,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,2940,Studies in Biomedical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6680,Applied and Environmental Microbiology,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,2960,Topics in Biomedical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6970,Professional Project,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6990,Master’s Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6150,Cellular Neuroscience,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6940,Readings in Biology,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6920,Research Rotation ll,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4260,Biomedical Product Development and Commercialization,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4280,Biomechanics of Soft Tissues,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4410,BioMEMs,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4120,Investigative Medicine II,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4440,Biophotonics,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4460,Biological Imaging Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4470,Biostatistics for Life Science Applications,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4200,Modeling of Biomedical Systems,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4480,Biomedical Data Science,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4110,Investigative Medicine I,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4510,Mechanobiology,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4540,Biomechanics II,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4550,Cell Biomechanics,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,9990,Dissertation,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4010,Biomedical Engineering Laboratory,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4500,Advanced Systems Physiology,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4660,Muscle Mechanics and Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4650,Intro to Cell and Tissue Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4600,Biomedical Engineering Design,,False,False,False,False
Rensselaer Polytechnic Institute,BIOL,6510,Biology Core Course I,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4940,Studies in Biomedical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4130,Biomedical Research,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6410,BioMEMs,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6420,Clinical Orthopaedics and Contemporary Research,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6450,Drug and Gene Delivery,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,2540,Biomechanics,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6460,Biological Imaging Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6480,Biomedical Data Science,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6510,Mechanobiology,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6580,Biomedical Fluid Mechanics,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6590,Medical Imaging,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4420,Clinical Orthopaedics and Contemporary Research,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6650,Introduction to Cell and Tissue Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4960,Topics in Biomedical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4580,Biomedical Fluid Mechanics,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4450,Drug and Gene Delivery,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6660,Muscle Mechanics and Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6940,Studies in Biomedical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6470,Biostatistics for Life Science,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6800,Discussions in Graduate Research,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6980,Master’s Project,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6990,Master’s Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,1100,Chemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,1200,Chemistry II,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,1110,Chemistry I with Advanced Lab,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2030,Inorganic Chemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,1600,Materials Science,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6280,Biomechanics of Soft Tissues,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2120,Experimental Chemistry I: Analytical Techniques,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2250,Organic Chemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2260,Organic Chemistry II,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,4590,Medical Imaging,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6970,Professional Project,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2360,Chemistry Laboratory: Selected Experiments,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2540,Introduction to Geochemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2930,Out-of-Classroom Experience in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2940,Special Projects in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6550,Cell Biomechanics,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2110,Equilibrium Chemistry and Quantitative Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6960,Topics in Biomedical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,6440,Biophotonics,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4110,Instrumental Methods of Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4300,Medicinal Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4120,Experimental Chemistry IV: Physical and Instrumental Methods,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4310,Bioorganic Mechanisms,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2290,Experimental Chemistry II: Synthesis and Characterization,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4410,Macroscopic Physical Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4440,Physical Chemistry for Life Sciences,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4470,Theoretical Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4530,Modern Techniques in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,BMED,9990,Dissertation,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4420,Microscopic Physical Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4760,Molecular Biochemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4130,Mass Spectrometry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2230,Organic Chemistry Laboratory I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2950,Undergraduate Research,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,2240,Organic Chemistry Laboratory II,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4810,Chemistry of the Environment,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4010,Inorganic Chemistry II,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4990,Senior Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4950,Senior Experience,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6020,Advanced Inorganic Chemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4620,Introduction to Polymer Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4330,Drug Discovery,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6130,Mass Spetrometry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6170,Advanced Topics in Nuclear Magnetic Resonance,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4770,Molecular Biochemistry II,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4690,Aqueous Geochemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4900,Professional Development Seminar,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4960,Selected Topics in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6200,Organic Spectra Interpretation,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6250,"Glycochemistry, Glycobiology, and Glychotechnology",,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6490,Chemical Thermodynamics,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6530,Quantum Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6210,Advanced Organic Chemistry I,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6300,Medicinal Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4020,Experimental Chemistry III: Inorganic and Physical Methods,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6660,Polymer Analysis and Characterization,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6520,Advanced Analytical Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,4970,Advanced Research Project,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6910,Chemistry Teaching Seminar,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6550,Advanced Physical Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6940,Readings in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6950,Introduction to Research,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6960,Selected Topics in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6970,Professional Project,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6710,Chemical Biology,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,9990,Dissertation,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6010,Perspectives in Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,2020,"Energy, Entropy, and Equilibrium",,False,False,False,False
Rensselaer Polytechnic Institute,CHME,2010,"Material, Energy, and Entropy Balances",,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6610,Natural and Biobased Polymers and Materials,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,2940,Readings in Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6990,Master’s Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6750,Biocatalysis: Fundamentals and Applications,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4020,Transport Phenomena II,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4010,Transport Phenomena I,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4030,Chemical Process Dynamics and Control,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6900,Chemistry Seminar,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6310,Bioorganic Mechanisms,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,2960,Topics in Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6330,Drug Discovery,,False,False,False,False
Rensselaer Polytechnic Institute,CHEM,6510,Computational Chemistry,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4400,Chromatographic Separation Processes,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4160,Chemical Engineering Laboratory II,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4430,Introduction to Biochemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4460,Biomolecular Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,2980,Senior Project,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4940,Readings in Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4050,Chemical Process Design,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6410,Advanced Membrane Concepts,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4500,Chemical Reactor Design,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4480,Single Molecules Complex Fluid,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4170,Bioprocessing Laboratory Course,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6450,Advanced Biochemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6460,Biomolecular Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,2050,Intro to Computational Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6430,Biochemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4040,Chemical Engineering Separations,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6480,Single Molecules Complex Fluid,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,1010,Introduction to Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6420,Separation and Recovery Processes,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6610,Mathematical Methods in Chemical Engineering I,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6570,Chemical and Phase Equilibrium,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6620,Mathematical Methods in Chemical Engineering II,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6650,Advanced Process Control,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4600,Introduction to Semiconductor Processing,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6830,Combustion,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6670,Advanced Process Design,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6850,An Introduction to Multiphase Flow and Heat Transfer II,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6470,Downstream Processing in Biochemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6940,Readings in Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6960,Topics in Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6840,An Introduction to Multiphase Flow and Heat Transfer I,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6640,Advanced Chemical Reactor Design,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6520,Advanced Transport Phenomena II,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6970,Professional Project,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6540,Convective Heat Transfer,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,2030,Introduction to Transportation Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,2040,Professional Practice,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6440,Chromatographic Separations,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,2630,Introduction to Geotechnical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4150,Chemical Engineering Laboratory I,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4010,Foundation Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4020,Bedford Seminar,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6990,Master’s Thesis,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4080,Concrete Design,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,9990,Dissertation,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4140,Geoenvironmental Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4150,Experimental Soil Mechanics,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,1100,Introduction to Civil and Environmental Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4280,Design for Constructability,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4270,Construction Management,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4440,Matrix Structural Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,4960,Topics in Chemical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4620,Mass Transit Systems,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4450,Conceptual Structural Systems,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4640,Transportation System Planning,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,2940,Readings in Civil Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4920,Civil Engineering Capstone Design,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4940,Readings in Civil Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4960,Topics in Civil Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6170,Mechanics of Solids,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6180,Mechanics of Composite Materials,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6190,Advanced Transportation Models,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6200,Plates and Shells,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4660,Traffic Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6220,Critical Issues in Transportation,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4240,Introduction to Finite Elements,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,1200,Engineering Graphics for Civil Engineers,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,2670,Introduction to Structural Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6510,Advanced Transport Phenomena I,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4670,Highway Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6280,Dynamic Traffic Models,,False,False,False,False
Rensselaer Polytechnic Institute,CHME,6900,Chemical and Biological Engineering Seminar,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6290,Freight Transportation Systems,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6300,Transportation Statistical Modeling,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6320,Advanced Steel Design,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6340,Bedford Design Studio,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6240,Intelligent Transportation Systems,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6350,Masonry Design,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6360,Timber Design,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,4570,System Modeling for Civil and Environmental Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6380,Advanced Concrete Mechanics,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6390,Wind Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6440,Nonlinear Structural Analysis,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6450,Structural Dynamics,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6210,Structural Stability,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6270,Traffic Control and Simulation,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6490,Earthquake Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6510,Advanced Geotechnical Engineering,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6230,Transportation Economics,,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6530,"Seepage, Drainage, and Groundwater",,False,False,False,False
Rensselaer Polytechnic Institute,CIVL,6540,Dynamics of Soil and Soil-Foundation Systems,,False,False,False,False
