university,academic_year,academic_year_label,department_code,course_number,title,description,broad_area,level,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal,cross_listed
pitt,2026,2025-2026,DENHYG,1119,DENTAL HYGIENE RADIOLOGY 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1118,CHEMISTRY AND BIOCHEMISTRY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1242,DEVELOPMENT AND ANATOMY OF CRANIOFACIAL STRUCTURES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1247,DENTAL HYGIENE SEMINAR 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1244,COMMUNICATIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1249,DENTAL HYGIENE CLINIC 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1248,DENTAL MATERIALS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1250,DENTAL HYGIENE RADIOLOGY 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1373,BODY SYSTEMS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1375,ANESTHESIA FOR DENTAL HYGIENIST,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1377,DENTAL HYGIENE SEMINAR 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1370,INTRODUCTION TO CLINICAL PERIODONTICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1379,DENTAL HYGIENE CLINIC 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1380,INTRODUCTION TO NUTRITION AND ORAL HEALTH FOR THE DENTAL PROFESSIONAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1378,HEALTH PROMOTIONS THROUGH THE LIFE SPAN,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1411,DENTAL PHARMACOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1414,GERONTOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1412,PUBLIC HEALTH DENTISTRY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1417,DENTAL HYGIENE SEMINAR 3,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1420,ETHICS HEALTH CARE PROFESSIONAL,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1423,GENERAL AND ORAL PATHOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1422,HEALTH PROMOTIONS THROUGH THE LIFE SPAN,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1419,DENTAL HYGIENE CLINIC 3,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1547,DENTAL HYGIENE SEMINAR 4,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1424,CLINICAL DENTISTRY FOR PATIENTS WITH SPECIAL HEALTH CARE NEEDS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1545,"DENTAL HEALTH EDUCATION, METHODS AND PRACTICUM",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1544,INTRODUCTION TO RESEARCH ANALYSIS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1549,DENTAL HYGIENE CLINIC 4,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1689,ADVANCED CLINICAL DENTAL HYGIENE PRACTICE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1682,BASIC PSYCHOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1902,ALLIED HEALTH EDUCATION PRACTICUM,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1901,ALLIED HEALTH EDUCATION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1903,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1904,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1915,INTRODUCTION TO PEER TUTORING IN DENTAL HYGIENE EDUCATION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1916,PEER TUTORING IN DENTAL HYGIENE EDUCATION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1921,HEALTH MANAGEMENT SEMINAR,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1923,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1922,HEALTH MANAGEMENT PRACTICUM,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1925,NUTRITION IN COMMUNITY HEALTH,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1924,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1945,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENT,1917,DIRECTED STUDY,,Medical Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DENHYG,1947,DIRECTED STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DIASCI,5800,DIRECTED STUDY,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,DMED,5460,PROFESSIONALISM AND ETHICS 11,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,DMED,5360,PROFESSIONALISM AND ETHICS 8,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,0001,SPECIAL TOPICS IN CULTURAL EXCHANGE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,DSPHL,1010,DENTAL PHARMACOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,0080,CITY LIFE AND EAST ASIAN CULTURE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,0081,EAST ASIA IN THE WORLD,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,1901,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,1999,CAPSTONE PROJECT: LIT/CULTURE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,1044,THE CHINESE WRITING SYSTEM IN EAST ASIA,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EAS,1998,CAPSTONE PROJECT: LINGUISTICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0101,LINEAR CIRCUITS AND SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0102,MICROELECTRONIC CIRCUITS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0111,LINEAR CIRCUITS TRANSFER LAB,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0112,MICROELECTRONIC CIRCUITS TRANSFER LAB,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0211,DIGITAL CIRCUITS AND SYSTEMS CREDIT LAB,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0201,DIGITAL CIRCUITS AND SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0301,ECE PROBLEM SOLVING WITH C++,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0202,EMBEDDED PROCESSORS AND INTERFACING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0212,EMBEDDED PROCESSORS AND INTERFACING CREDIT LAB,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0302,DATA STRUCTURES AND ALGORITHMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0401,ECE ANALYTICAL METHODS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,0402,"SIGNALS, SYSTEMS, & PROBABILITY",,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1073,INTRODUCTION TO SPACE ENGINEERING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1110,COMPUTER ORGANIZATION AND ARCHITECTURE,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1115,HIGH PERFORMANCE COMPUTING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1140,SYSTEMS AND PROJECT ENGINEERING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1145,SOFTWARE CONSTRUCTION AND EVOLUTION,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1147,ALGORITHMS FOR BIG DATA,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1095,SPECIAL TOPICS: UNDERGRADUATE,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1148,ALGORITHMIC THINKING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1150,COMPUTER NETWORKS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1165,DEPENDABLE SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1155,INFORMATION SECURITY,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1170,SPECIAL TOPICS: COMPUTERS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1175,EMBEDDED SYSTEMS DESIGN,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1166,PARALLEL SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1176,SYSTEMS SOFTWARE,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1188,CYBER-PHYSICAL SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1190,ROBOTICS STUDIO,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1180,COMPUTATIONAL MODELING AND SIMULATION FOR ENGINEERS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1192,INTRODUCTION TO VLSI DESIGN,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1193,ADVANCED VLSI DESIGN,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1195,ADVANCED DIGITAL DESIGN,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1212,ELECTRONIC CIRCUIT DESIGN LAB,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1215,ELECTROACOUSTICS AND AUDIOELECTRONICS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1232,INTRO LASERS & OPTCL ELECTNC,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1247,SEMICONDUCTOR DEVICE THEORY,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1238,DIGITAL ELECTRONICS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1251,MICRO AND NANO DEVICE FABRICATION LABORATORY,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1237,ANALOG CIRCUIT DESIGN,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1259,ELECTROMAGNETICS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1250,NANOTECHNOLOGY & NANO-ENGINEERING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1266,APPLICATIONS OF FIELDS AND WAVES,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1272,SIMULATION AND DESIGN OF SILICON PHOTONICS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1270,SPECIAL TOPICS ADVANCED APPLICATIONS IN ECE 2,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1395,INTRODUCTION TO MACHINE LEARNING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1390,INTRO TO IMAGE PROCESSING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1286,ANAL & DSGN ANLG INTGRTD CRCT,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1473,DIGITAL COMMUNICATION SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1472,ANALOG COMMUNICATION SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1560,DIGITAL SIGNAL PROCESSING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1475,SOFTWARE DEFINED RADIO PRACTICUM,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1562,DIGITAL AND ANALOG FILTERS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1673,LINEAR CONTROL SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1570,SPECIAL TOPICS: ADVANCED APPLICATIONS IN ECE 3,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1674,MECHATRONIC SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1675,ROBOTIC CONTROL,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1690,SPACE ENGINEERING SEMINAR - PATHWAY TO SPACE CAREERS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1701,FUNDAMENTALS OF ELECTRIC POWER ENGINEERING,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1710,POWER DISTRIBUTION SYSTEMS ENGINEERING AND SMART GRIDS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1750,POWER ELECTRONICS CONVERSION THEORY,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1771,ELECTRIC MACHINERY,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1770,SPECIAL TOPICS:ADVANCED APPLICATIONS IN ECE 4,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1775,POWER QUALITY,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1773,"POWER GENERATION, OPERATION, AND CONTROL",,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1774,COMPUTER ANALYSIS OF POWER SYSTEMS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1776,MICROGRID CONCEPTS & DISTRIBUTED GENERATION TECHNOLOGIES,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1885,DEPARTMENTAL SEMINAR,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1890,ECE PROTOTYPING FUNDAMENTALS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1895,JUNIOR DESIGN FUNDAMENTALS,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1893,ECE UNDERGRADUATE RESEARCH PROJECT,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1894,ECE UNDERGRADUATE INDUSTRY PROJECT,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2156,ADVANCED INFORMATION SECURITY,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2165,DEPENDABLE COMPUTER ARCHITECTURE,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1898,ENGINEERING PROJECT,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,1896,SENIOR DESIGN PROJECT,,STEM,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2192,INTRODUCTION TO VLSI DESIGN,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2195,SPECIAL TOPICS: COMPUTERS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2193,ADVANCED VLSI DESIGN,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2233,FOCUSED ION BEAM AND SCANNING ELECTRON MICROSCOPY,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2235,MONOLITHIC INTEGRATED CIRCUITS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2240,NANO-OPTICS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2250,POWER ELECTRONICS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2260,SCANNING PROBE MICROSCOPY-BASED CHARACTERIZATION AND NANOFABRICATION,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2272,SIMULATION AND DESIGN OF SILICON PHOTONICS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2295,SPECIAL TOPICS: ELECTRONICS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2262,LOW-DIMENSIONAL NANOELECTRONIC DEVICES,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2372,PATTERN RECOGNITION,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2390,IMAGE PROCESSING AND COMPUTER VISION,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2521,ANALYSIS STOCHASTIC PROCESSES,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2523,DIGITAL SIGNAL PROCESSING,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2570,ROBOTIC CONTROL,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2525,DETECTION AND ESTIMATION THEORY,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2654,DIGITAL CONTROL SYSTEMS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2680,ADAPTIVE CONTROL,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2646,LINEAR SYSTEM THEORY,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2776,MICROGRID CONCEPTS & DISTRIBUTED GENERATION TECHNOLOGIES,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2774,ADVANCED POWER SYSTEMS ANALYSIS,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2777,POWER SYSTEMS TRANSIENTS 1,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0100,INTRODUCTION TO MICROECONOMIC THEORY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECE,2780,RENEWABLE AND ALTERNATIVE ENERGY,,STEM,graduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0110,INTRODUCTION TO  MACROECONOMIC THEORY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0150,ECONOMIC DATA ANALYSIS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0200,GAME THEORY PRINCIPLES,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0230,INTRODUCTION TO PUBLIC ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0220,INTRO TO HEALTH ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0260,EVERDAY DECISIONS & RATIONALITY: INTRO TO BEHAVIORAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0280,MONEY AND BANKING,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0360,INTRODUCTION TO ENVIRONMENT AND RESOURCE ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0290,FINANCIAL MARKETS AND INSTITUTIONS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0400,LABOR AND THE ECONOMY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0460,SPORTS ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0410,ECONOMICS OF DIVERSITY,,Social Sciences,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,ECON,0480,ECONOMICS OF INEQUALITY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0500,INTRODUCTION TO INTERNATIONAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0530,INTRODUCTION TO DEVELOPMENT ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0501,INTRODUCTION TO INTERNATIONAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0800,INTRODUCTION TO ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0900,PROFESSIONAL DEVELOPMENT FOR ECONOMISTS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,0905,SPECIAL TOPICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1010,AMERICAN ECONOMIC HISTORY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1030,INTELLCL FOUNDTNS OF CAPITALISM,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1100,INTERMEDIATE MICROECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1050,SOCIALISM VERSUS CAPITALISM,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1070,HISTORY OF ECONOMIC THOUGHT 1,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1102,ECONOMIC MODELING SKILLS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1110,INTERMEDIATE MACROECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1160,FINANCIAL ECONOMETRICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1150,APPLIED ECONOMETRICS 1,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1190,APPLIED ECONOMETRICS 2: ADVANCED METHODS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1191,ECONOMIC RESEARCH & DATA SKILLS - MINI COURSE,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1230,PUBLIC ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1192,ECONOMIC RESEARCH & DATA SKILLS - SHORT COURSE,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1193,ECONOMIC RESEARCH & DATA SKILLS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1200,GAME THEORY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1250,BEHAVIORAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1260,EXPERIMENTAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1280,MONETARY THEORY AND POLICY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1290,MONETARY POLICIES AND FINANCIAL MARKETS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1360,ENVIRONMENTAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1420,LABOR ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1470,MARKET STRUCTURE AND COMPETITION,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1440,ECONOMICS OF CORPORATION FINANCE,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1450,LAW AND ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1460,FINANCIAL MARKETS & INSTITUTIONS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1490,POLITICAL ECONOMY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1500,INTERNATIONAL TRADE,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1510,INTERNATIONAL FINANCE,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1570,ECONOMICS OF GLOBAL CYBER SECURITY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1540,ECONOMIC GROWTH: INNOVATION & POLICY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1610,LATIN AMERICA ECON DEVELOPMENT,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1630,ECONOMIC DEVELOPMENT OF CHINA,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1680,ECONOMICS OF THE EUROPEAN UNION,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1700,CAPSTONE SEMINAR IN MICROECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1710,CAPSTONE SEMINAR IN INTERNATIONAL ECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1720,CAPSTONE SEMINAR IN MACROECONOMICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1901,INDEPENDENT STUDY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1750,ECONOMIC RESEARCH METHODS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1760,ECONOMIC RESEARCH CAPSTONE,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1902,DIRECTED STUDY,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1903,DIRECTED RESEARCH,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1905,SPECIAL TOPICS,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1906,INTERNSHIP,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1907,UNDERGRADUATE TEACHING ASSISTANT,,Social Sciences,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,EDUC,1011,CULTURALLY RESPONSIVE PEDAGOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,ECON,1910,SEMINAR IN DIVERSITY: CURRENT ECONOMIC RESEARCH,,Social Sciences,undergraduate,True,False,False,False,False
