university,academic_year,academic_year_label,department_code,course_number,title,description,broad_area,level,progressive_signal,western_canon_signal,climate_narrow_signal,climate_broad_signal,cross_listed
pitt,2026,2025-2026,HINDI,1500,ADVANCED TOPICS IN HINDI LANGUAGE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HINDI,1905,UNDERGRADUATE TEACHING ASSISTANT IN HINDI,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HINDI,1901,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0010,PROFESSIONAL DEVELOPMENT SEMINAR,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HINDI,1615,MANY RAMAYANAS: TRADITION AND DIVERSITY IN MODERN INDIA,,Other,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HIST,0100,WESTERN CIVILIZATION 1,,Humanities,undergraduate,False,True,False,False,False
pitt,2026,2025-2026,HIST,0089,"MAGIC, MEDICINE AND SCIENCE",,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HINDI,1909,SPECIAL TOPICS IN HINDI,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0110,WHAT IS EUROPE?,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0101,WESTERN CIVILIZATION 2,,Humanities,undergraduate,False,True,False,False,False
pitt,2026,2025-2026,HIST,0125,RELIGIONS OF THE WEST,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0140,THE HISTORY OF THE BOOK,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0103,EUROPE IN THE 18TH CENTURY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0139,VIKING AGE SCANDINAVIA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0150,HISTORY OF MODERN IRELAND,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0187,WORLD WAR II-EUROPE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0300,RUSSIA TO 1860,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0201,THE BALTIC SEA: FROM THE VIKINGS TO POST-SOVIET RE-UNION,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0301,RUSSIA TO 1917,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0302,SOVIET RUSSIA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0400,EAST ASIAN CIVILIZATION TO 1800,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0190,THE DICTATORS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0200,BETWEEN KAFKA AND HITLER: HOW CENTRAL EUROPE SHAPED THE MODERN WORLD,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0401,MODERN EAST ASIAN CIVILIZATION,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0423,MODERN CHINESE HISTORY IN MANDARIN,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0487,WORLD WAR II IN ASIA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0403,HISTORY OF MODERN SOUTHEAST ASIA: COLONIAL ERA TO PRESENT,,Humanities,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HIST,0500,COLONIAL LATIN AMERICA,,Humanities,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HIST,0430,"JAPAN AND THE WEST, 1600 - PRESENT",,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0501,MODERN LATIN AMERICA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0475,RELIGION AND CULTURE IN EAST ASIA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0502,AFRO-LATIN AMERICA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0506,SPANISH PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0600,UNITED STATES TO 1877,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0521,CARIBBEAN HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0601,UNITED STATES 1865-PRESENT,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0670,AFRICAN AMERICAN HISTORY TO 1877,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0663,20THC AFRICAN AMERICAN WOMEN’S HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0612,AMERICAN CAPITALISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0671,AFRICAN AMERICAN HISTORY SINCE 1865,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0672,NATIVES AND NEWCOMERS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0674,UNITED STATES IMMIGRATION HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0675,WITCHES TO WALDEN POND,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0678,UNITED STATES  AND THE HOLOCAUST,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0705,AN ENVIRONMENTAL AND CLIMATE HISTORY OF THE WORLD,,Humanities,undergraduate,False,False,False,True,False
pitt,2026,2025-2026,HIST,0706,DIGITAL MAPPING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0676,RELIGION IN MODERN AMERICA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0700,WORLD HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0707,SEX AND GENDER: A GLOBAL HISTORY OF THE MODERN WORLD,,Humanities,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HIST,0709,HISTORY OF GLOBAL HEALTH,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0712,A GLOBAL HISTORY OF TERRORISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0713,A GLOBAL HISTORY OF ANARCHISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0714,GUNS AND VIOLENCE IN GLOBAL HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0753,RISE OF ISLAM: 500-1200 CE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0754,MODERN MIDDLE EAST,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0752,EMPIRES OF THE STEPPE: EURASIA FROM THE MONGOLS TO THE SOVIET UNION,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0755,RELIGION IN ASIA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0756,INTRODUCTION TO ISLAMIC CIVILIZATION,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0788,WOMEN AND MEN IN ANCIENT MEDITERRANEAN SOCIETY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0760,INTRODUCTION TO PUBLIC HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0789,WOMENAND MEN IN ANCIENT MEDITERRANEAN SOCIETY/WRITING PRACTICUM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0791,"HEALTH CONTROVERSIES IN HISTORY: ETHICS, PUBLICS, INTERVENTIONS",,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1000,CAPSTONE SEMINAR,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,0795,HISTORY OF AFRICA BEFORE 1800,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1001,INTRODUCTORY SEMINAR,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1005,SPECIAL TOPICS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1009,HISTORY THROUGH ARTIFACTS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1014,COMPARATIVE WITCH HUNTS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1018,GLOBAL INEQUALIT:  HISTORIES AND DEBATES,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1016,THE IRISH IN AMERICA,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1017,GLOBALIZATION AND HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1019,CITIES IN HISTORICAL PERSPECTIVE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1020,CITIES OF CULTURAL CONQUEST,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1024,HISTORY POP-UP COURSE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1030,DIGITAL METHODS FOR HUMANISTIC RESEARCH,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1026,STATES AND SEX IN THE AMERICAS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1040,THE GREAT WAR:  A CULTURAL HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1031,A HISTORY OF CURRENT EVENTS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1045,SOCIALISM VERSUS CAPITALISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1044,TWO CENTURIES OF DEMOCRATIZATION,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1046,NATIONALISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1047,COMMUNISM: FROM MARXIST THOUGHT TO “REALLY EXISTING SOCIALISM”,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1051,CATHOLICISM IN THE NEW WORLD,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1060,THE GLOBAL HISTORY OF PIRACY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1048,THE HOLOCAUST IN CONTEXT,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1062,HUMAN RIGHTS IN WORLD HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1049,"AFTER HITLER: RETRIBUTION, RECONSTRUCTION, AND RECONCILIATION: POSTWAR EUROPE",,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1076,COMPARATIVE SLAVERY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1080,EMPIRES AND THE ENVIRONMENT IN WORLD HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1082,"WOMEN, GENDER AND SPORT",,Humanities,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HIST,1083,HISTORY OF SPORTS,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1091,GLOBAL HEALTH HISTORY: HISTORICAL PERSPECTIVE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1084,FOOD AND HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1095,SPORT AND GLOBAL CAPITALISM,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1090,HISTORY OF MEDICINE AND HEALTH CARE,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1102,UNITING EUROPE. THE HISTORY OF THE EUROPEAN UNION,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1109,"FRANCE, SPAIN AND ITALY IN THE 20TH CENTURY",,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1108,COMPARATIVE EUROPEAN HISTORY,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1110,MEDIEVAL HISTORY 1,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1114,MEDIEVAL SPAIN,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1111,MEDIEVAL HISTORY 2,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1115,THE WEST AND THE WORLD,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1121,TUDOR ENGLAND,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1123,MODERN BRITAIN,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HIST,1124,NORTHERN IRELAND:  THE TROUBLES - 1969-1994,,Humanities,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0001,UNIVERSITY ORIENTATION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0007,GLOBAL FOUNDATIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0006,PATHWAYS OF CIVIC ENGAGEMENT,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0010,CHANCELLOR SCHOLAR SEMINAR 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0008,FOUNDATIONS OF RESEARCH,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0011,CHANCELLOR SCHOLARS SEMINAR 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0021,SEMINAR: HUMANITIES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0081,HEALTH SCIENCES FELLOWSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0080,BRACKENRIDGE FELLOWSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0082,FHC RESEARCH FELLOWSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0083,COMMUNITY RESEARCH FELLOWSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0700,FREDERICK FIRSTS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,0084,CREATIVE ARTS FELLOWSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1010,SPECIAL TOPICS SEMINAR,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1021,"ENERGY, SCIENCE, SOCIETY & COMMUNICATION SEMINAR",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1132,"GREAT BOOKS:  A SEMINAR IN THE MODERN HUMANITIES, PART 2",,Other,undergraduate,False,True,False,False,False
pitt,2026,2025-2026,HONORS,1133,GREAT BOOKS AND MODERNITY,,Other,undergraduate,False,True,False,False,False
pitt,2026,2025-2026,HONORS,1130,DISCOURSES IN THE HUMANITIES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1160,DISCOURSES IN HUMAN KNOWLEDGE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1510,SPECIAL TOPICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1542,HONORS FIELD STUDIES IN WYOMING - STUDIO ARTS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1601,"JUSTICE AND EQUITY HONORS NETWORK (JEHN), PART ONE",,Other,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HONORS,1540,HONORS FIELD STUDIES IN WYOMING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1612,"ELSIE HILLMAN HONORS SCHOLARS SEMINAR, PART ONE",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1602,"JUSTICE AND EQUITY HONORS NETWORK (JEHN), PART TWO",,Other,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HONORS,1710,FHC GLOBAL INTERNSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1613,"ELSIE HILLMAN HONORS SCHOLARS SEMINAR, PART TWO",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1711,FHC GLOBAL RESEARCH,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1712,FHC GLOBAL EXPERIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1800,FHC RESEARCH MENTORING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1810,MARTINSON APPLIED PROJECTS 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1811,MARTINSON APPLIED PROJECTS 2,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1815,MARTINSON APPLIED PROJECTS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1905,BPHIL THESIS RESEARCH,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1901,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1900,INTERNSHIP,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1908,BACHELOR OF PHILOSOPHY SEMINAR,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0410,EINSTEIN: MODERN SCIENCE AND SURPRISES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HONORS,1999,HIGH IMPACT EXPERIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0412,THE NEWTONIAN REVOLUTION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0515,"MAGIC, MEDICINE AND SCIENCE",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0437,DARWINISM AND ITS CRITICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0430,GALILEO AND CREATION OF MODERN SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0427,MYTH AND SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0517,THINKING ABOUT THE ENVIRONMENT,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0545,SPACE-TIME-MATTER ANTIQU-20THC,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0605,THE NATURE OF THE EMOTIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0608,PHILOSOPHY AND SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0611,PRINCIPLES OF SCIENTIFIC REASONING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0613,MORALITY AND MEDICINE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0610,CAUSAL REASONING,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0612,MIND AND MEDICINE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0618,SCIENTIFIC CONTROVERSIES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0616,ARTIFICIAL INTELLIGENCE AND PHILOSOPHY OF SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0619,QUANTUM KARMA: SCIENCE IN HINDU AND BUDDHIST TRADITIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0621,PROBLEM SOLVING: HOW SCIENCE WORKS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0620,SCIENCE AND RELIGION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0623,EXPLANATIONS OF HUMANS AND SOCIETY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0626,DEVELOPMENT OF MODERN BIOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0628,PARADOX,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0640,SCIENCE FICTION AND PHILOSOPHY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0630,SCIENCE AND PSEUDOSCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,0685,MATHEMATICS AND CULTURE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1308,ETHICAL AND SOCIAL IMPLICATIONS OF BIOTECHNOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1508,CLASSICS IN HISTORY OF SCIENCE,,Other,undergraduate,False,True,False,False,False
pitt,2026,2025-2026,HPS,1600,PHILOSOPHY & RISE MODERN SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1510,SCIENCE IN GLOBAL PERSPECTIVE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1602,"RACE: HISTORY, BIOLOGY, PSYCHOLOGY, PHILOSOPHY",,Other,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HPS,1612,PHIL OF 20TH CENTURY PHYSICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1616,ARTFCL INTELGNC & PHIL OF SCI,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1620,PHILOSOPHY OF BIOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1623,DEATH AND HEALTHCARE PROFESSIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1621,SCIENCE IN THE FIELD,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1624,DEVELOPMENT OF SCIENTIFIC MEDICINE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1627,LIVING WITH TECHNOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1632,EINSTEIN FOR ALMOST EVERYONE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1654,FEMINIST PHILOSOPHY OF SCIENCE,,Other,undergraduate,True,False,False,False,False
pitt,2026,2025-2026,HPS,1640,"SCIENCE, PHILOSOPHY AND THE SENSES",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1653,INTRO TO PHILOSOPHY OF SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1660,PARADOX,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1670,PHILOSOPHY OF NEUROSCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1682,FREEDOM AND DETERMINISM,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1671,PHILOSOPHICAL FOUNDATIONS OF COGNITIVE SCIENCE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1800,SPEC TOPICS HIST & PHIL OF SCI,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1702,JR/SR SEMINAR FOR HPS MAJORS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1703,WRITING WORKSHOP FOR HPS MAJORS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1001,CASE STUDIES IN THE HEALTH AND REHABILITATION SCIENCES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HPS,1901,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1000,INTRODUCTION TO RESEARCH,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1006,INTRO TO HUMAN NUTRITION,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1008,APPLC OF STATCL CONCEPTS IN HIM,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1009,ORGANIZATIONAL THEORY & BEHAVIOR,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1017,INTRODUCTION TO EPIDEMIOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1018,SURVEY OF HEALTH AND REHABILITATION PROFESSIONS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1421,"SECURITY, PRIVACY AND LEGAL ISSUES OF HEALTH INFORMATION SYSTEMS",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1099,INDEPENDENT STUDY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1025,INTRODUCTION TO MICROBIOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1702,FUNDAMENTALS OF REHABILITATION ENGINEERING & TECHNOLOGY 1 LAB COMPONENT,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1704,FUNDAMENTALS OF REHABILITATION ENGINEERING & TECHNOLOGY 1,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1424,DATA BASE MANAGEMENT IN HEALTH CARE,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1515,REHABILITATION PSYCHOLOGY,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1709,DSGN/FABRICATION WITH ENGR MATLS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1746,SERVICE LEARNING THROUGH SUPERVISED FIELD PLACEMENTS IN REHAB AGENCIES,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1787,INTRODUCTION TO ORTHOTICS AND PROSTHETICS,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1905,"INTER-PROFESSIONAL STUDIES IN HEALTH, REHABILITATION AND DISABILITY IN IRELAND",,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1906,EDUCATION POLICY AND PRACTICE IN NORTHERN IRELAND,,Other,undergraduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,2008,ENTREPRENEUR SKILLS FOR NUTRITION PROFESSIONALS,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,2623,ADVANCED MEDICAL NUTRITION THERAPY 1,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,1909,INTRODUCTION TO SUSTAINABLE FOOD SYSTEMS,,Other,undergraduate,False,False,False,True,False
pitt,2026,2025-2026,HRS,2004,PATHOPHYSIOLOGY ACROSS THE LIFE SPAN,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,2624,ADVANCED MEDICAL NUTRITION THERAPY 2,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,2625,NUTRITION COUNSELING METHODS,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,2631,NUTRITION FOCUSED PHYSICAL EXAMINATION,,Other,graduate,False,False,False,False,False
pitt,2026,2025-2026,HRS,2633,PROFESSIONAL DEVELOPMENT,,Other,graduate,False,False,False,False,False
